Sample #,Ithd,LSL,USL,Average,IHD 2nd Order,LSL,USL,Average,IHD 3rd Order,LSL,USL,Average,IHD 4th Order,LSL,USL,Average,IHD 5th Order,LSL,USL,Average,IHD 6th Order,LSL,USL,Average,IHD 7th Order,LSL,USL,Average,IHD 8th Order,LSL,USL,Average,IHD 9th Order,LSL,USL,Average,IHD 10th Order,LSL,USL,Average,IHD 11th Order,LSL,USL,Average,IHD 12th Order,LSL,USL,Average,IHD 13th Order,LSL,USL,Average,IHD 14th Order,LSL,USL,Average,IHD 15th Order,LSL,USL,Average,IHD 16th Order,LSL,USL,Average,IHD 17th Order,LSL,USL,Average,IHD 18th Order,LSL,USL,Average,IHD 19th Order,LSL,USL,Average,IHD 20th Order,LSL,USL,Average,IHD 21st Order,LSL,USL,Average,IHD 22nd Order,LSL,USL,Average,IHD 23rd Order,LSL,USL,Average,IHD 24th Order,LSL,USL,Average,IHD 25th Order,LSL,USL,Average,IHD 26th Order,LSL,USL,Average,IHD 27th Order,LSL,USL,Average,IHD 28th Order,LSL,USL,Average,IHD 29th Order,LSL,USL,Average,IHD 30th Order,LSL,USL,Average,IHD 31st Order,LSL,USL,Average,IHD 32nd Order,LSL,USL,Average,IHD 33rd Order,LSL,USL,Average,IHD 34th Order,LSL,USL,Average,IHD 35th Order,LSL,USL,Average,IHD 36th Order,LSL,USL,Average,IHD 37th Order,LSL,USL,Average,IHD 38th Order,LSL,USL,Average,IHD 39th Order,LSL,USL,Average,IHD 40th Order,LSL,USL,Average
11,2,0,5,2.114516129,0.073297,0,1.08,0.064152332,0.060347,0,2.3,0.083432544,0.055944,0,0.43,0.030511829,0.0255115,0,1.14,0.043709477,0.0410515,0,0.3,0.021216677,0.020461,0,0.77,0.03443282,0.027972,0,0.23,0.014724047,0.0242165,0,0.4,0.033285871,0.0180005,0,0.184,0.009647632,0.026677,0,0.33,0.033345516,0.011137,0,0.153,0.006295787,0.0273245,0,0.21,0.031964962,0.0068635,0,0.131,0.004002141,0.0273245,0,0.15,0.030447338,0.004403,0,0.115,0.002964328,0.026677,0,0.132,0.028973316,0.0024605,0,0.102,0.002531812,0.024864,0,0.118,0.027301515,0.0024605,0,0.092,0.002363222,0.0242165,0,0.107,0.026162533,0.0024605,0,0.084,0.002288715,0.023569,0,0.098,0.025039437,0.0024605,0,0.077,0.002278765,0.0211085,0,0.09,0.021993417,0.003108,0,0.071,0.002386524,0.017353,0,0.083,0.019467714,0.003108,0,0.066,0.002741092,0.0148925,0,0.078,0.017177866,0.0037555,0,0.061,0.003439278,0.013727,0,0.073,0.015628805,0.0068635,0,0.058,0.004708674,0.014245,0,0.068,0.016191489,0.010619,0,0.054,0.00679766,0.014245,0,0.064,0.024026553,0.0148925,0,0.051,0.008981084,0.023569,0,0.061,0.030315382,0.0148925,0,0.048,0.00907563,0.017353,0,0.058,0.025523433,0.011137,0,0.046,0.007052405
12,2.04,0,5,2.114516129,0.0597917,0,1.08,0.064152332,0.0684816,0,2.3,0.083432544,0.0217896,0,0.43,0.030511829,0.0317765,0,1.14,0.043709477,0.0162125,0,0.3,0.021216677,0.0173798,0,0.77,0.03443282,0.0118027,0,0.23,0.014724047,0.0199738,0,0.4,0.033285871,0.0075226,0,0.184,0.009647632,0.0249024,0,0.33,0.033345516,0.0055771,0,0.153,0.006295787,0.0255509,0,0.21,0.031964962,0.0037613,0,0.131,0.004002141,0.0249024,0,0.15,0.030447338,0.0031128,0,0.115,0.002964328,0.0255509,0,0.132,0.028973316,0.0024643,0,0.102,0.002531812,0.0242539,0,0.118,0.027301515,0.0024643,0,0.092,0.002363222,0.0236054,0,0.107,0.026162533,0.0024643,0,0.084,0.002288715,0.0236054,0,0.098,0.025039437,0.0024643,0,0.077,0.002278765,0.0211411,0,0.09,0.021993417,0.0024643,0,0.071,0.002386524,0.0180283,0,0.083,0.019467714,0.0024643,0,0.066,0.002741092,0.0173798,0,0.078,0.017177866,0.0037613,0,0.061,0.003439278,0.016861,0,0.073,0.015628805,0.0049286,0,0.058,0.004708674,0.0236054,0,0.068,0.016191489,0.0055771,0,0.054,0.00679766,0.0373536,0,0.064,0.024026553,0.0075226,0,0.051,0.008981084,0.047989,0,0.061,0.030315382,0.0068741,0,0.048,0.00907563,0.0429307,0,0.058,0.025523433,0.0062256,0,0.046,0.007052405
13,2.52,0,5,2.114516129,0.1001808,0,1.08,0.064152332,0.07776,0,2.3,0.083432544,0.0677808,0,0.43,0.030511829,0.0373248,0,1.14,0.043709477,0.0504144,0,0.3,0.021216677,0.031104,0,0.77,0.03443282,0.0348624,0,0.23,0.014724047,0.0342144,0,0.4,0.033285871,0.0224208,0,0.184,0.009647632,0.0342144,0,0.33,0.033345516,0.0130896,0,0.153,0.006295787,0.0342144,0,0.21,0.031964962,0.0075168,0,0.131,0.004002141,0.0324,0,0.15,0.030447338,0.0037584,0,0.115,0.002964328,0.030456,0,0.132,0.028973316,0.0024624,0,0.102,0.002531812,0.0286416,0,0.118,0.027301515,0.0018144,0,0.092,0.002363222,0.0279936,0,0.107,0.026162533,0.0018144,0,0.084,0.002288715,0.0261792,0,0.098,0.025039437,0.001296,0,0.077,0.002278765,0.0230688,0,0.09,0.021993417,0.001296,0,0.071,0.002386524,0.0204768,0,0.083,0.019467714,0.001296,0,0.066,0.002741092,0.0173664,0,0.078,0.017177866,0.001296,0,0.061,0.003439278,0.014904,0,0.073,0.015628805,0.001296,0,0.058,0.004708674,0.0162,0,0.068,0.016191489,0.001296,0,0.054,0.00679766,0.0273456,0,0.064,0.024026553,0.001296,0,0.051,0.008981084,0.0373248,0,0.061,0.030315382,0.0018144,0,0.048,0.00907563,0.030456,0,0.058,0.025523433,0.001296,0,0.046,0.007052405
14,2.08,0,5,2.114516129,0.0733012,0,1.08,0.064152332,0.0726432,0,2.3,0.083432544,0.0492184,0,0.43,0.030511829,0.0277676,0,1.14,0.043709477,0.0360584,0,0.3,0.021216677,0.0196084,0,0.77,0.03443282,0.0252672,0,0.23,0.014724047,0.0221088,0,0.4,0.033285871,0.01645,0,0.184,0.009647632,0.0246092,0,0.33,0.033345516,0.0101332,0,0.153,0.006295787,0.0265832,0,0.21,0.031964962,0.0063168,0,0.131,0.004002141,0.0271096,0,0.15,0.030447338,0.0038164,0,0.115,0.002964328,0.0271096,0,0.132,0.028973316,0.0031584,0,0.102,0.002531812,0.0271096,0,0.118,0.027301515,0.0025004,0,0.092,0.002363222,0.0252672,0,0.107,0.026162533,0.0025004,0,0.084,0.002288715,0.0252672,0,0.098,0.025039437,0.0018424,0,0.077,0.002278765,0.0227668,0,0.09,0.021993417,0.0018424,0,0.071,0.002386524,0.0202664,0,0.083,0.019467714,0.0018424,0,0.066,0.002741092,0.0176344,0,0.078,0.017177866,0.0025004,0,0.061,0.003439278,0.015134,0,0.073,0.015628805,0.0025004,0,0.058,0.004708674,0.0252672,0,0.068,0.016191489,0.0025004,0,0.054,0.00679766,0.0385588,0,0.064,0.024026553,0.0031584,0,0.051,0.008981084,0.0448756,0,0.061,0.030315382,0.0025004,0,0.048,0.00907563,0.0354004,0,0.058,0.025523433,0.0025004,0,0.046,0.007052405
15,2.76,0,5,2.114516129,0.0559872,0,1.08,0.064152332,0.1045872,0,2.3,0.083432544,0.0348624,0,0.43,0.030511829,0.0721872,0,1.14,0.043709477,0.0235872,0,0.3,0.021216677,0.0708912,0,0.77,0.03443282,0.0162,0,0.23,0.014724047,0.0646704,0,0.4,0.033285871,0.0099792,0,0.184,0.009647632,0.0584496,0,0.33,0.033345516,0.0068688,0,0.153,0.006295787,0.0510624,0,0.21,0.031964962,0.0044064,0,0.131,0.004002141,0.0448416,0,0.15,0.030447338,0.0031104,0,0.115,0.002964328,0.0386208,0,0.132,0.028973316,0.0024624,0,0.102,0.002531812,0.0348624,0,0.118,0.027301515,0.0024624,0,0.092,0.002363222,0.031752,0,0.107,0.026162533,0.0024624,0,0.084,0.002288715,0.029808,0,0.098,0.025039437,0.0024624,0,0.077,0.002278765,0.0273456,0,0.09,0.021993417,0.0031104,0,0.071,0.002386524,0.0242352,0,0.083,0.019467714,0.0031104,0,0.066,0.002741092,0.0193104,0,0.078,0.017177866,0.0055728,0,0.061,0.003439278,0.0186624,0,0.073,0.015628805,0.0117936,0,0.058,0.004708674,0.014904,0,0.068,0.016191489,0.0186624,0,0.054,0.00679766,0.0224208,0,0.064,0.024026553,0.0204768,0,0.051,0.008981084,0.031104,0,0.061,0.030315382,0.0193104,0,0.048,0.00907563,0.0266976,0,0.058,0.025523433,0.015552,0,0.046,0.007052405
16,1.74,0,5,2.114516129,0.048248,0,1.08,0.064152332,0.0701552,0,2.3,0.083432544,0.0256888,0,0.43,0.030511829,0.0294704,0,1.14,0.043709477,0.0181256,0,0.3,0.021216677,0.0232112,0,0.77,0.03443282,0.0131704,0,0.23,0.014724047,0.0237328,0,0.4,0.033285871,0.0087368,0,0.184,0.009647632,0.0232112,0,0.33,0.033345516,0.0056072,0,0.153,0.006295787,0.0250368,0,0.21,0.031964962,0.0031296,0,0.131,0.004002141,0.0256888,0,0.15,0.030447338,0.0024776,0,0.115,0.002964328,0.0256888,0,0.132,0.028973316,0.001304,0,0.102,0.002531812,0.0243848,0,0.118,0.027301515,0.001304,0,0.092,0.002363222,0.0250368,0,0.107,0.026162533,0.0018256,0,0.084,0.002288715,0.0243848,0,0.098,0.025039437,0.0018256,0,0.077,0.002278765,0.0212552,0,0.09,0.021993417,0.001304,0,0.071,0.002386524,0.0181256,0,0.083,0.019467714,0.0018256,0,0.066,0.002741092,0.0181256,0,0.078,0.017177866,0.0018256,0,0.061,0.003439278,0.014996,0,0.073,0.015628805,0.0018256,0,0.058,0.004708674,0.016952,0,0.068,0.016191489,0.0018256,0,0.054,0.00679766,0.0281664,0,0.064,0.024026553,0.0018256,0,0.051,0.008981084,0.0388592,0,0.061,0.030315382,0.0018256,0,0.048,0.00907563,0.0294704,0,0.058,0.025523433,0.0018256,0,0.046,0.007052405
17,1.94,0,5,2.114516129,0.0534422,0,1.08,0.064152332,0.0851452,0,2.3,0.083432544,0.0080228,0,0.43,0.030511829,0.0416668,0,1.14,0.043709477,0.0043996,0,0.3,0.021216677,0.0335146,0,0.77,0.03443282,0.0037526,0,0.23,0.014724047,0.031703,0,0.4,0.033285871,0.0037526,0,0.184,0.009647632,0.031056,0,0.33,0.033345516,0.0031056,0,0.153,0.006295787,0.030409,0,0.21,0.031964962,0.0024586,0,0.131,0.004002141,0.0292444,0,0.15,0.030447338,0.0024586,0,0.115,0.002964328,0.029762,0,0.132,0.028973316,0.0024586,0,0.102,0.002531812,0.0292444,0,0.118,0.027301515,0.0024586,0,0.092,0.002363222,0.0285974,0,0.107,0.026162533,0.0024586,0,0.084,0.002288715,0.0266564,0,0.098,0.025039437,0.0018116,0,0.077,0.002278765,0.0248448,0,0.09,0.021993417,0.0018116,0,0.071,0.002386524,0.0223862,0,0.083,0.019467714,0.0018116,0,0.066,0.002741092,0.0186336,0,0.078,0.017177866,0.001294,0,0.061,0.003439278,0.016822,0,0.073,0.015628805,0.001294,0,0.058,0.004708674,0.016175,0,0.068,0.016191489,0.001294,0,0.054,0.00679766,0.0235508,0,0.064,0.024026553,0.0018116,0,0.051,0.008981084,0.0335146,0,0.061,0.030315382,0.0018116,0,0.048,0.00907563,0.0279504,0,0.058,0.025523433,0.001294,0,0.046,0.007052405
18,2.11,0,5,2.114516129,0.0509836,0,1.08,0.064152332,0.0920034,0,2.3,0.083432544,0.0111284,0,0.43,0.030511829,0.0441254,0,1.14,0.043709477,0.0049172,0,0.3,0.021216677,0.0335146,0,0.77,0.03443282,0.0049172,0,0.23,0.014724047,0.030409,0,0.4,0.033285871,0.0043996,0,0.184,0.009647632,0.0292444,0,0.33,0.033345516,0.0037526,0,0.153,0.006295787,0.0285974,0,0.21,0.031964962,0.0031056,0,0.131,0.004002141,0.0266564,0,0.15,0.030447338,0.0031056,0,0.115,0.002964328,0.0254918,0,0.132,0.028973316,0.0031056,0,0.102,0.002531812,0.0235508,0,0.118,0.027301515,0.0024586,0,0.092,0.002363222,0.0241978,0,0.107,0.026162533,0.0024586,0,0.084,0.002288715,0.0223862,0,0.098,0.025039437,0.0024586,0,0.077,0.002278765,0.0179866,0,0.09,0.021993417,0.0024586,0,0.071,0.002386524,0.015528,0,0.083,0.019467714,0.0024586,0,0.066,0.002741092,0.016822,0,0.078,0.017177866,0.0024586,0,0.061,0.003439278,0.0173396,0,0.073,0.015628805,0.0031056,0,0.058,0.004708674,0.0235508,0,0.068,0.016191489,0.0024586,0,0.054,0.00679766,0.0421844,0,0.064,0.024026553,0.0024586,0,0.051,0.008981084,0.0565478,0,0.061,0.030315382,0.0031056,0,0.048,0.00907563,0.04529,0,0.058,0.025523433,0.0024586,0,0.046,0.007052405
19,2.11,0,5,2.114516129,0.079497,0,1.08,0.064152332,0.0851472,0,2.3,0.083432544,0.0441504,0,0.43,0.030511829,0.0353466,0,1.14,0.043709477,0.03285,0,0.3,0.021216677,0.0239148,0,0.77,0.03443282,0.0227322,0,0.23,0.014724047,0.0252288,0,0.4,0.033285871,0.015111,0,0.184,0.009647632,0.0265428,0,0.33,0.033345516,0.0094608,0,0.153,0.006295787,0.0277254,0,0.21,0.031964962,0.0056502,0,0.131,0.004002141,0.0283824,0,0.15,0.030447338,0.0038106,0,0.115,0.002964328,0.0277254,0,0.132,0.028973316,0.0024966,0,0.102,0.002531812,0.0283824,0,0.118,0.027301515,0.0024966,0,0.092,0.002363222,0.0277254,0,0.107,0.026162533,0.0018396,0,0.084,0.002288715,0.0270684,0,0.098,0.025039437,0.0018396,0,0.077,0.002278765,0.0239148,0,0.09,0.021993417,0.0018396,0,0.071,0.002386524,0.0220752,0,0.083,0.019467714,0.001314,0,0.066,0.002741092,0.0182646,0,0.078,0.017177866,0.001314,0,0.061,0.003439278,0.016425,0,0.073,0.015628805,0.001314,0,0.058,0.004708674,0.0189216,0,0.068,0.016191489,0.001314,0,0.054,0.00679766,0.0277254,0,0.064,0.024026553,0.001314,0,0.051,0.008981084,0.0371862,0,0.061,0.030315382,0.001314,0,0.048,0.00907563,0.0371862,0,0.058,0.025523433,0.001314,0,0.046,0.007052405
20,2.16,0,5,2.114516129,0.0804954,0,1.08,0.064152332,0.0780045,0,2.3,0.083432544,0.0521778,0,0.43,0.030511829,0.0352659,0,1.14,0.043709477,0.0384123,0,0.3,0.021216677,0.0207138,0,0.77,0.03443282,0.0270066,0,0.23,0.014724047,0.0213693,0,0.4,0.033285871,0.0182229,0,0.184,0.009647632,0.0258267,0,0.33,0.033345516,0.0112746,0,0.153,0.006295787,0.0270066,0,0.21,0.031964962,0.0062928,0,0.131,0.004002141,0.0270066,0,0.15,0.030447338,0.0038019,0,0.115,0.002964328,0.0276621,0,0.132,0.028973316,0.0031464,0,0.102,0.002531812,0.0270066,0,0.118,0.027301515,0.0024909,0,0.092,0.002363222,0.0264822,0,0.107,0.026162533,0.0024909,0,0.084,0.002288715,0.0258267,0,0.098,0.025039437,0.0018354,0,0.077,0.002278765,0.0226803,0,0.09,0.021993417,0.0018354,0,0.071,0.002386524,0.0195339,0,0.083,0.019467714,0.0018354,0,0.066,0.002741092,0.0188784,0,0.078,0.017177866,0.0018354,0,0.061,0.003439278,0.0182229,0,0.073,0.015628805,0.0018354,0,0.058,0.004708674,0.015732,0,0.068,0.016191489,0.0018354,0,0.054,0.00679766,0.030153,0,0.064,0.024026553,0.0018354,0,0.051,0.008981084,0.0415587,0,0.061,0.030315382,0.0018354,0,0.048,0.00907563,0.0364458,0,0.058,0.025523433,0.0024909,0,0.046,0.007052405
21,3.99,0,5,2.114516129,0.113616,0,1.08,0.064152332,0.1034905,0,2.3,0.083432544,0.089683,0,0.43,0.030511829,0.111775,0,1.14,0.043709477,0.064435,0,0.3,0.021216677,0.121243,0,0.77,0.03443282,0.0448415,0,0.23,0.014724047,0.1142735,0,0.4,0.033285871,0.0290615,0,0.184,0.009647632,0.100992,0,0.33,0.033345516,0.017621,0,0.153,0.006295787,0.0845545,0,0.21,0.031964962,0.0101255,0,0.131,0.004002141,0.067591,0,0.15,0.030447338,0.004997,0,0.115,0.002964328,0.0529945,0,0.132,0.028973316,0.003156,0,0.102,0.002531812,0.042869,0,0.118,0.027301515,0.0024985,0,0.092,0.002363222,0.034716,0,0.107,0.026162533,0.0024985,0,0.084,0.002288715,0.030245,0,0.098,0.025039437,0.003156,0,0.077,0.002278765,0.025248,0,0.09,0.021993417,0.0024985,0,0.071,0.002386524,0.0227495,0,0.083,0.019467714,0.0024985,0,0.066,0.002741092,0.0195935,0,0.078,0.017177866,0.0038135,0,0.061,0.003439278,0.017095,0,0.073,0.015628805,0.0056545,0,0.058,0.004708674,0.0132815,0,0.068,0.016191489,0.008153,0,0.054,0.00679766,0.0119665,0,0.064,0.024026553,0.012624,0,0.051,0.008981084,0.01578,0,0.061,0.030315382,0.0132815,0,0.048,0.00907563,0.0119665,0,0.058,0.025523433,0.008153,0,0.046,0.007052405
22,1.9,0,5,2.114516129,0.0585598,0,1.08,0.064152332,0.0970307,0,2.3,0.083432544,0.0087971,0,0.43,0.030511829,0.0422786,0,1.14,0.043709477,0.0049894,0,0.3,0.021216677,0.0333502,0,0.77,0.03443282,0.0044642,0,0.23,0.014724047,0.031512,0,0.4,0.033285871,0.0044642,0,0.184,0.009647632,0.0308555,0,0.33,0.033345516,0.0038077,0,0.153,0.006295787,0.0296738,0,0.21,0.031964962,0.0031512,0,0.131,0.004002141,0.0283608,0,0.15,0.030447338,0.0031512,0,0.115,0.002964328,0.0277043,0,0.132,0.028973316,0.0024947,0,0.102,0.002531812,0.0258661,0,0.118,0.027301515,0.0024947,0,0.092,0.002363222,0.0245531,0,0.107,0.026162533,0.0018382,0,0.084,0.002288715,0.0238966,0,0.098,0.025039437,0.0018382,0,0.077,0.002278765,0.0202202,0,0.09,0.021993417,0.0018382,0,0.071,0.002386524,0.0182507,0,0.083,0.019467714,0.0018382,0,0.066,0.002741092,0.014443,0,0.078,0.017177866,0.001313,0,0.061,0.003439278,0.014443,0,0.073,0.015628805,0.001313,0,0.058,0.004708674,0.0132613,0,0.068,0.016191489,0.001313,0,0.054,0.00679766,0.0283608,0,0.064,0.024026553,0.0018382,0,0.051,0.008981084,0.0321685,0,0.061,0.030315382,0.001313,0,0.048,0.00907563,0.0258661,0,0.058,0.025523433,0.001313,0,0.046,0.007052405
23,2.24,0,5,2.114516129,0.0812128,0,1.08,0.064152332,0.0755712,0,2.3,0.083432544,0.06232,0,0.43,0.030511829,0.0346368,0,1.14,0.043709477,0.0447392,0,0.3,0.021216677,0.0283392,0,0.77,0.03443282,0.032144,0,0.23,0.014724047,0.0339808,0,0.4,0.033285871,0.0195488,0,0.184,0.009647632,0.0339808,0,0.33,0.033345516,0.0125952,0,0.153,0.006295787,0.0352928,0,0.21,0.031964962,0.0069536,0,0.131,0.004002141,0.0346368,0,0.15,0.030447338,0.0038048,0,0.115,0.002964328,0.0328,0,0.132,0.028973316,0.0024928,0,0.102,0.002531812,0.032144,0,0.118,0.027301515,0.0018368,0,0.092,0.002363222,0.030832,0,0.107,0.026162533,0.0018368,0,0.084,0.002288715,0.030176,0,0.098,0.025039437,0.0024928,0,0.077,0.002278765,0.0258464,0,0.09,0.021993417,0.0024928,0,0.071,0.002386524,0.0233536,0,0.083,0.019467714,0.0018368,0,0.066,0.002741092,0.0207296,0,0.078,0.017177866,0.0038048,0,0.061,0.003439278,0.0164,0,0.073,0.015628805,0.0076096,0,0.058,0.004708674,0.017056,0,0.068,0.016191489,0.0107584,0,0.054,0.00679766,0.0164,0,0.064,0.024026553,0.0119392,0,0.051,0.008981084,0.0226976,0,0.061,0.030315382,0.0107584,0,0.048,0.00907563,0.014432,0,0.058,0.025523433,0.0087904,0,0.046,0.007052405
24,1.97,0,5,2.114516129,0.0590064,0,1.08,0.064152332,0.0876038,0,2.3,0.083432544,0.0186336,0,0.43,0.030511829,0.0385612,0,1.14,0.043709477,0.0124224,0,0.3,0.021216677,0.029762,0,0.77,0.03443282,0.0093168,0,0.23,0.014724047,0.0273034,0,0.4,0.033285871,0.0068582,0,0.184,0.009647632,0.0273034,0,0.33,0.033345516,0.0043996,0,0.153,0.006295787,0.0254918,0,0.21,0.031964962,0.0037526,0,0.131,0.004002141,0.0241978,0,0.15,0.030447338,0.0031056,0,0.115,0.002964328,0.0248448,0,0.132,0.028973316,0.0031056,0,0.102,0.002531812,0.0235508,0,0.118,0.027301515,0.0031056,0,0.092,0.002363222,0.0223862,0,0.107,0.026162533,0.0024586,0,0.084,0.002288715,0.0235508,0,0.098,0.025039437,0.0031056,0,0.077,0.002278765,0.0199276,0,0.09,0.021993417,0.0037526,0,0.071,0.002386524,0.015528,0,0.083,0.019467714,0.0037526,0,0.066,0.002741092,0.015528,0,0.078,0.017177866,0.0068582,0,0.061,0.003439278,0.015528,0,0.073,0.015628805,0.0093168,0,0.058,0.004708674,0.014881,0,0.068,0.016191489,0.015528,0,0.054,0.00679766,0.0217392,0,0.064,0.024026553,0.0235508,0,0.051,0.008981084,0.0279504,0,0.061,0.030315382,0.0279504,0,0.048,0.00907563,0.0199276,0,0.058,0.025523433,0.0217392,0,0.046,0.007052405
25,1.84,0,5,2.114516129,0.0546744,0,1.08,0.064152332,0.0898596,0,2.3,0.083432544,0.0181812,0,0.43,0.030511829,0.0383244,0,1.14,0.043709477,0.0132108,0,0.3,0.021216677,0.0282528,0,0.77,0.03443282,0.0100716,0,0.23,0.014724047,0.0257676,0,0.4,0.033285871,0.0069324,0,0.184,0.009647632,0.0257676,0,0.33,0.033345516,0.0049704,0,0.153,0.006295787,0.0264216,0,0.21,0.031964962,0.0037932,0,0.131,0.004002141,0.0269448,0,0.15,0.030447338,0.0031392,0,0.115,0.002964328,0.0269448,0,0.132,0.028973316,0.0024852,0,0.102,0.002531812,0.0257676,0,0.118,0.027301515,0.0024852,0,0.092,0.002363222,0.0269448,0,0.107,0.026162533,0.0024852,0,0.084,0.002288715,0.0264216,0,0.098,0.025039437,0.0024852,0,0.077,0.002278765,0.0213204,0,0.09,0.021993417,0.0024852,0,0.071,0.002386524,0.0206664,0,0.083,0.019467714,0.0018312,0,0.066,0.002741092,0.0175272,0,0.078,0.017177866,0.0018312,0,0.061,0.003439278,0.01635,0,0.073,0.015628805,0.0018312,0,0.058,0.004708674,0.0138648,0,0.068,0.016191489,0.001308,0,0.054,0.00679766,0.0213204,0,0.064,0.024026553,0.0018312,0,0.051,0.008981084,0.0257676,0,0.061,0.030315382,0.0018312,0,0.048,0.00907563,0.0232824,0,0.058,0.025523433,0.001308,0,0.046,0.007052405
26,2.13,0,5,2.114516129,0.0396951,0,1.08,0.064152332,0.0862431,0,2.3,0.083432544,0.0093096,0,0.43,0.030511829,0.046548,0,1.14,0.043709477,0.0037497,0,0.3,0.021216677,0.032325,0,0.77,0.03443282,0.0024567,0,0.23,0.014724047,0.0292218,0,0.4,0.033285871,0.0018102,0,0.184,0.009647632,0.0303855,0,0.33,0.033345516,0.0024567,0,0.153,0.006295787,0.0303855,0,0.21,0.031964962,0.0018102,0,0.131,0.004002141,0.029739,0,0.15,0.030447338,0.0018102,0,0.115,0.002964328,0.029739,0,0.132,0.028973316,0.0018102,0,0.102,0.002531812,0.0292218,0,0.118,0.027301515,0.0018102,0,0.092,0.002363222,0.0285753,0,0.107,0.026162533,0.0024567,0,0.084,0.002288715,0.0279288,0,0.098,0.025039437,0.0031032,0,0.077,0.002278765,0.0254721,0,0.09,0.021993417,0.0037497,0,0.071,0.002386524,0.0235326,0,0.083,0.019467714,0.0043962,0,0.066,0.002741092,0.0210759,0,0.078,0.017177866,0.0049134,0,0.061,0.003439278,0.0173262,0,0.073,0.015628805,0.0049134,0,0.058,0.004708674,0.0223689,0,0.068,0.016191489,0.0049134,0,0.054,0.00679766,0.0334887,0,0.064,0.024026553,0.0049134,0,0.051,0.008981084,0.0427983,0,0.061,0.030315382,0.0049134,0,0.048,0.00907563,0.0447378,0,0.058,0.025523433,0.0043962,0,0.046,0.007052405
27,1.87,0,5,2.114516129,0.0494974,0,1.08,0.064152332,0.0839758,0,2.3,0.083432544,0.0062688,0,0.43,0.030511829,0.0394412,0,1.14,0.043709477,0.0049628,0,0.3,0.021216677,0.0331724,0,0.77,0.03443282,0.0049628,0,0.23,0.014724047,0.031344,0,0.4,0.033285871,0.0037874,0,0.184,0.009647632,0.030691,0,0.33,0.033345516,0.0044404,0,0.153,0.006295787,0.0295156,0,0.21,0.031964962,0.0031344,0,0.131,0.004002141,0.030038,0,0.15,0.030447338,0.0031344,0,0.115,0.002964328,0.0288626,0,0.132,0.028973316,0.0031344,0,0.102,0.002531812,0.0288626,0,0.118,0.027301515,0.0031344,0,0.092,0.002363222,0.0282096,0,0.107,0.026162533,0.0031344,0,0.084,0.002288715,0.0269036,0,0.098,0.025039437,0.0024814,0,0.077,0.002278765,0.0244222,0,0.09,0.021993417,0.0024814,0,0.071,0.002386524,0.0206348,0,0.083,0.019467714,0.0037874,0,0.066,0.002741092,0.0201124,0,0.078,0.017177866,0.0037874,0,0.061,0.003439278,0.016325,0,0.073,0.015628805,0.0056158,0,0.058,0.004708674,0.0138436,0,0.068,0.016191489,0.0080972,0,0.054,0.00679766,0.015672,0,0.064,0.024026553,0.0112316,0,0.051,0.008981084,0.0175004,0,0.061,0.030315382,0.0131906,0,0.048,0.00907563,0.0175004,0,0.058,0.025523433,0.0112316,0,0.046,0.007052405
28,2.18,0,5,2.114516129,0.0566352,0,1.08,0.064152332,0.0914976,0,2.3,0.083432544,0.0099792,0,0.43,0.030511829,0.0435456,0,1.14,0.043709477,0.0044064,0,0.3,0.021216677,0.0342144,0,0.77,0.03443282,0.0044064,0,0.23,0.014724047,0.031104,0,0.4,0.033285871,0.0037584,0,0.184,0.009647632,0.030456,0,0.33,0.033345516,0.0031104,0,0.153,0.006295787,0.029808,0,0.21,0.031964962,0.0031104,0,0.131,0.004002141,0.0279936,0,0.15,0.030447338,0.0024624,0,0.115,0.002964328,0.0261792,0,0.132,0.028973316,0.0024624,0,0.102,0.002531812,0.0255312,0,0.118,0.027301515,0.0018144,0,0.092,0.002363222,0.0235872,0,0.107,0.026162533,0.0018144,0,0.084,0.002288715,0.0224208,0,0.098,0.025039437,0.0018144,0,0.077,0.002278765,0.0204768,0,0.09,0.021993417,0.0018144,0,0.071,0.002386524,0.0199584,0,0.083,0.019467714,0.0018144,0,0.066,0.002741092,0.014904,0,0.078,0.017177866,0.001296,0,0.061,0.003439278,0.015552,0,0.073,0.015628805,0.001296,0,0.058,0.004708674,0.0261792,0,0.068,0.016191489,0.0018144,0,0.054,0.00679766,0.0448416,0,0.064,0.024026553,0.0018144,0,0.051,0.008981084,0.0597456,0,0.061,0.030315382,0.0031104,0,0.048,0.00907563,0.0559872,0,0.058,0.025523433,0.0024624,0,0.046,0.007052405
